"branch","component","sex","weight_kg","waist_circum_m","stature_m"
"Combat Service Support","Army National Guard","Female",76.5,0.84,1.734
"Combat Service Support","Army National Guard","Female",87.1,0.947,1.734
"Combat Service Support","Army National Guard","Female",68.2,0.812,1.728
"Combat Service Support","Army National Guard","Female",62.9,0.856,1.661
"Combat Service Support","Army National Guard","Female",56.8,0.733,1.703
"Combat Service Support","Army National Guard","Female",68,0.857,1.702
"Combat Support","Army National Guard","Female",66.9,0.782,1.772
"Combat Support","Army National Guard","Female",71.2,0.918,1.626
"Combat Support","Army National Guard","Female",78.1,0.875,1.661
"Combat Support","Army National Guard","Female",67.5,0.835,1.549
"Combat Support","Army National Guard","Female",66.3,0.795,1.634
"Combat Support","Army National Guard","Female",79.3,0.967,1.661
"Combat Service Support","Army National Guard","Female",60.4,0.902,1.564
"Combat Service Support","Army National Guard","Female",73.2,0.902,1.664
"Combat Support","Army National Guard","Female",71.2,0.986,1.553
"Combat Service Support","Army National Guard","Female",72.2,0.84,1.7
"Combat Service Support","Army National Guard","Female",61,0.827,1.542
"Combat Service Support","Army National Guard","Female",81.7,0.975,1.743
"Combat Service Support","Army National Guard","Female",79.9,0.905,1.623
"Combat Service Support","Army National Guard","Female",60.2,0.77,1.59
"Combat Service Support","Army National Guard","Female",58.4,0.737,1.604
"Combat Service Support","Army National Guard","Female",60.1,0.752,1.627
"Combat Service Support","Army National Guard","Female",83.4,0.918,1.718
"Combat Service Support","Army National Guard","Female",97.3,0.957,1.705
"Combat Service Support","Army National Guard","Female",55.7,0.686,1.561
"Combat Service Support","Army National Guard","Female",55.3,0.782,1.661
"Combat Service Support","Army National Guard","Female",52.6,0.7,1.62
"Combat Service Support","Army National Guard","Female",61.4,0.69,1.66
"Combat Service Support","Army National Guard","Female",89.4,1.034,1.697
"Combat Service Support","Army National Guard","Female",89.3,0.99,1.699
"Combat Service Support","Army National Guard","Female",70.2,0.8,1.74
"Combat Service Support","Army National Guard","Female",73.8,0.879,1.701
"Combat Service Support","Army National Guard","Female",60.1,0.727,1.707
"Combat Service Support","Army National Guard","Female",78.2,0.991,1.56
"Combat Service Support","Army National Guard","Female",44.2,0.647,1.483
"Combat Service Support","Army National Guard","Female",47.6,0.678,1.587
"Combat Service Support","Army National Guard","Female",64.2,0.846,1.579
"Combat Support","Army National Guard","Female",73.7,0.85,1.659
"Combat Service Support","Army National Guard","Female",77.6,0.851,1.684
"Combat Service Support","Army National Guard","Female",62,0.77,1.593
"Combat Service Support","Army National Guard","Female",64.6,0.843,1.589
"Combat Service Support","Army National Guard","Female",69.7,0.856,1.683
"Combat Service Support","Army Reserve","Female",72.4,0.795,1.704
"Combat Support","Army National Guard","Female",69.7,0.883,1.736
"Combat Service Support","Army National Guard","Female",62,0.768,1.633
"Combat Support","Army National Guard","Female",88.4,0.857,1.724
"Combat Support","Army National Guard","Female",71.2,0.982,1.487
"Combat Support","Army National Guard","Female",68.4,0.915,1.56
"Combat Arms","Army National Guard","Female",62.3,0.92,1.561
"Combat Support","Army National Guard","Female",61.4,0.816,1.618
"Combat Service Support","Army National Guard","Female",55.1,0.667,1.604
"Combat Support","Army National Guard","Female",112.1,1.198,1.658
"Combat Support","Army National Guard","Female",74.9,0.882,1.658
"Combat Arms","Army National Guard","Female",70.9,0.87,1.591
"Combat Service Support","Army National Guard","Female",58.8,0.78,1.638
"Combat Service Support","Army National Guard","Female",87.6,1.016,1.751
"Combat Service Support","Army National Guard","Female",59.7,0.753,1.587
"Combat Support","Army National Guard","Female",68,0.937,1.54
"Combat Service Support","Army National Guard","Female",70.7,0.946,1.576
"Combat Service Support","Army National Guard","Female",68.6,0.745,1.737
"Combat Service Support","Army National Guard","Female",62.4,0.826,1.573
"Combat Service Support","Army National Guard","Female",61,0.805,1.622
"Combat Service Support","Army National Guard","Female",58.2,0.773,1.588
"Combat Service Support","Army National Guard","Female",48.9,0.624,1.548
"Combat Service Support","Army National Guard","Female",69.6,0.865,1.662
"Combat Service Support","Army National Guard","Female",79.5,0.895,1.718
"Combat Service Support","Army National Guard","Female",60,0.805,1.519
"Combat Support","Army National Guard","Female",64,0.826,1.573
"Combat Service Support","Army National Guard","Female",71.2,0.883,1.566
"Combat Service Support","Army National Guard","Female",47.5,0.696,1.529
"Combat Service Support","Army National Guard","Female",73.5,0.82,1.585
"Combat Service Support","Army National Guard","Female",54.6,0.73,1.611
"Combat Service Support","Army National Guard","Female",56.2,0.77,1.61
"Combat Support","Army National Guard","Female",58.2,0.83,1.541
"Combat Service Support","Army National Guard","Female",81.2,0.87,1.766
"Combat Service Support","Army National Guard","Female",51.8,0.738,1.626
"Combat Service Support","Army National Guard","Female",52.3,0.706,1.644
"Combat Service Support","Army National Guard","Female",75.6,0.865,1.679
"Combat Service Support","Army National Guard","Female",67.4,0.812,1.743
"Combat Service Support","Army National Guard","Female",55.2,0.67,1.658
"Combat Support","Army National Guard","Female",69,0.9,1.61
"Combat Arms","Army National Guard","Female",63.6,0.84,1.675
"Combat Service Support","Army National Guard","Female",64.1,0.784,1.637
"Combat Service Support","Army National Guard","Female",70.1,0.933,1.628
"Combat Service Support","Army National Guard","Female",79.3,0.978,1.645
"Combat Service Support","Army National Guard","Female",66,0.883,1.595
"Combat Service Support","Army National Guard","Female",93.1,1.032,1.731
"Combat Service Support","Army National Guard","Female",66.1,0.912,1.567
"Combat Support","Army National Guard","Female",51,0.672,1.628
"Combat Support","Army National Guard","Female",68.6,0.877,1.688
"Combat Service Support","Army National Guard","Female",83.9,0.932,1.706
"Combat Support","Army National Guard","Female",65.2,0.84,1.543
"Combat Service Support","Army National Guard","Female",92,1.032,1.665
"Combat Support","Army National Guard","Female",66.7,0.783,1.69
"Combat Service Support","Army National Guard","Female",46.4,0.668,1.471
"Combat Support","Army National Guard","Female",62.7,0.882,1.616
"Combat Service Support","Army National Guard","Female",59.3,0.727,1.753
"Combat Support","Army National Guard","Female",50.8,0.698,1.626
"Combat Service Support","Army National Guard","Female",72.7,0.866,1.698
"Combat Service Support","Army National Guard","Female",58.3,0.777,1.545
"Combat Service Support","Army National Guard","Female",66.9,0.785,1.759
"Combat Support","Army National Guard","Female",84.2,1.055,1.732
"Combat Service Support","Army National Guard","Female",60.1,0.83,1.587
"Combat Service Support","Army National Guard","Female",60.9,0.773,1.605
"Combat Service Support","Army National Guard","Female",68.7,0.872,1.53
"Combat Service Support","Army National Guard","Female",54.9,0.715,1.598
"Combat Support","Army National Guard","Female",45.2,0.674,1.524
"Combat Service Support","Army National Guard","Female",83.5,1.066,1.683
"Combat Service Support","Army National Guard","Female",64.1,0.822,1.577
"Combat Support","Army National Guard","Female",58.8,0.749,1.583
"Combat Support","Army National Guard","Female",56.3,0.75,1.582
"Combat Support","Army National Guard","Female",70.2,0.895,1.569
"Combat Service Support","Army National Guard","Female",77.9,0.876,1.651
"Combat Service Support","Army National Guard","Female",62.6,0.902,1.463
"Combat Service Support","Army National Guard","Female",99.2,1.113,1.659
"Combat Service Support","Army National Guard","Female",62.6,0.784,1.596
"Combat Support","Army National Guard","Female",71.3,0.903,1.6
"Combat Support","Army National Guard","Female",52.8,0.715,1.557
"Combat Service Support","Army National Guard","Female",55.2,0.783,1.565
"Combat Service Support","Army National Guard","Female",62.2,0.827,1.525
"Combat Service Support","Army National Guard","Female",61.2,0.86,1.613
"Combat Service Support","Army National Guard","Female",52.9,0.727,1.674
"Combat Service Support","Army National Guard","Female",74.8,0.923,1.614
"Combat Service Support","Army National Guard","Female",58.2,0.815,1.558
"Combat Service Support","Army National Guard","Female",79,0.907,1.774
"Combat Service Support","Army National Guard","Female",61.8,0.785,1.633
"Combat Support","Army National Guard","Female",71.6,1.004,1.611
"Combat Service Support","Army National Guard","Female",69.2,0.858,1.768
"Combat Service Support","Army National Guard","Female",63.5,0.85,1.578
"Combat Service Support","Army National Guard","Female",70.4,0.901,1.619
"Combat Service Support","Army National Guard","Female",66.8,0.89,1.681
"Combat Service Support","Army National Guard","Female",53.5,0.728,1.613
"Combat Service Support","Army National Guard","Female",61.5,0.808,1.575
"Combat Service Support","Army National Guard","Female",75.1,0.918,1.648
"Combat Service Support","Army National Guard","Female",54.6,0.69,1.59
"Combat Service Support","Army National Guard","Female",69.5,0.905,1.609
"Combat Support","Army National Guard","Female",77.3,0.919,1.625
"Combat Service Support","Army National Guard","Female",75.1,0.96,1.676
"Combat Service Support","Army National Guard","Female",70,0.945,1.623
"Combat Support","Army National Guard","Female",50.2,0.735,1.612
"Combat Service Support","Army National Guard","Female",71.7,0.866,1.72
"Combat Service Support","Army National Guard","Female",64.4,0.935,1.567
"Combat Service Support","Army National Guard","Female",107.2,1.076,1.77
"Combat Service Support","Army National Guard","Female",94,1.176,1.668
"Combat Support","Army National Guard","Female",76.4,0.886,1.588
"Combat Service Support","Army National Guard","Female",89.7,1.135,1.616
"Combat Service Support","Army National Guard","Female",77.7,0.974,1.593
"Combat Service Support","Army National Guard","Female",49.7,0.721,1.572
"Combat Service Support","Army National Guard","Female",66.2,0.837,1.674
"Combat Service Support","Army National Guard","Female",69.6,0.851,1.652
"Combat Service Support","Army National Guard","Female",84.4,0.996,1.664
"Combat Service Support","Army National Guard","Female",64.7,0.852,1.691
"Combat Service Support","Army National Guard","Female",78,0.935,1.657
"Combat Service Support","Army National Guard","Female",77.3,0.927,1.704
"Combat Service Support","Army National Guard","Female",73.4,0.921,1.654
"Combat Service Support","Army National Guard","Female",69.5,0.937,1.578
"Combat Service Support","Army National Guard","Female",70.7,0.872,1.645
"Combat Service Support","Army National Guard","Female",93.6,1.025,1.631
"Combat Service Support","Army National Guard","Female",85.7,1.106,1.561
"Combat Service Support","Army National Guard","Female",57.3,0.767,1.516
"Combat Service Support","Army National Guard","Female",67.6,0.823,1.749
"Combat Service Support","Army National Guard","Female",85.5,0.933,1.715
"Combat Service Support","Army National Guard","Female",54.9,0.735,1.6
"Combat Service Support","Army National Guard","Female",58.8,0.772,1.683
"Combat Service Support","Army National Guard","Female",71.5,0.987,1.557
"Combat Service Support","Army National Guard","Female",58,0.837,1.548
"Combat Support","Army National Guard","Female",69.7,0.873,1.714
"Combat Service Support","Army National Guard","Female",68.5,0.803,1.649
"Combat Support","Army National Guard","Female",58.6,0.804,1.528
"Combat Support","Army National Guard","Female",84.2,1.055,1.596
"Combat Service Support","Army National Guard","Female",90.9,0.901,1.658
"Combat Service Support","Army National Guard","Female",104.7,1.172,1.701
"Combat Service Support","Army National Guard","Female",66.3,0.791,1.683
"Combat Service Support","Army National Guard","Female",76.6,0.962,1.634
"Combat Support","Army National Guard","Female",71.5,0.745,1.695
"Combat Service Support","Army National Guard","Female",59.1,0.801,1.548
"Combat Support","Army National Guard","Female",66.5,0.955,1.587
"Combat Support","Army National Guard","Female",67.6,1.032,1.549
"Combat Support","Army National Guard","Female",79.2,1.042,1.606
"Combat Support","Army National Guard","Female",65.2,0.966,1.508
"Combat Support","Army National Guard","Female",75.3,0.844,1.733
"Combat Service Support","Army National Guard","Female",51.7,0.752,1.56
"Combat Service Support","Army National Guard","Female",86.5,0.954,1.739
"Combat Service Support","Army National Guard","Female",73.2,0.857,1.629
"Combat Support","Army National Guard","Female",74.1,0.84,1.609
"Combat Support","Army National Guard","Female",90.6,1.09,1.74
"Combat Support","Army National Guard","Female",84.5,0.96,1.678
"Combat Support","Army National Guard","Female",63.1,0.83,1.545
